Keyword_id,Faculty_id,Faculty_score
2965,92,48.0719
3013,92,135.333
3763,92,24.9984
3876,92,31.8188
8059,92,113.871
9883,92,22.4706
13640,92,21.2296
14199,92,22.3146
16086,92,35.7953
20410,92,37.9462
21414,92,47.7274
29558,92,19.9451
33949,92,27.7644
54137,92,30.9447
61396,92,24.9032
28,93,13.0283
452,93,17.6631
780,93,11.2621
2158,93,8.78842
3102,93,8.53575
4380,93,3.38
8023,93,4.12824
10250,93,8.85566
11809,93,3.90242
13142,93,3.82944
23395,93,4.01622
26673,93,5.9408
33465,93,3.8075
35871,93,9.67535
44049,93,5.19524
63064,93,14.0803
80572,93,7.94656
992,94,297.742
1245,94,239.817
1438,94,211.097
1555,94,588.805
2073,94,368.963
4951,94,280.196
